כתובת,מהות הבקשה,pdf_url,תאריך,date_parsed,row_id,pdf_status,תאריך_הדפסה,מתאריך,עד_תאריך,שם_בעל_הרישיון,סיבת_הבקשה,סיבה_מילולית,ישוב,רחוב,מס,גוש,חלקה,מיני_עצים,מספרי_עצים,מספר_מינים_שחולצו
רח' זכריה מדאר (מקטע שד' ירושלים - מוטה גור),כריתה,https://rehovot.muni.il/uploads/n/1544102677.9897.pdf,18/12/18-18/12/20,2020-12-18,רח' זכריה מדאר (מקטע שד' ירושלים - מוטה גור)|כריתה|https://rehovot.muni.il/uploads/n/1544102677.9897.pdf|18/12/18-18/12/20,http_200_no_text,,,,,,,,,,,,,,
רח' דובנוב,כריתה,https://rehovot.muni.il/uploads/n/1545729666.9478.pdf,17/12/18-17/12/20,2020-12-17,רח' דובנוב|כריתה|https://rehovot.muni.il/uploads/n/1545729666.9478.pdf|17/12/18-17/12/20,http_200_no_text,,,,,,,,,,,,,,
רח' בילו 2,כריתה,https://rehovot.muni.il/uploads/n/1545729784.2895.pdf,17/12/18-17/12/20,2020-12-17,רח' בילו 2|כריתה|https://rehovot.muni.il/uploads/n/1545729784.2895.pdf|17/12/18-17/12/20,http_200_no_text,,,,,,,,,,,,,,
רח' ארלוזורוב 85,כריתה,https://rehovot.muni.il/uploads/n/1544102568.7447.pdf,16/12/18-16/12/20,2020-12-16,רח' ארלוזורוב 85|כריתה|https://rehovot.muni.il/uploads/n/1544102568.7447.pdf|16/12/18-16/12/20,http_200_no_text,,,,,,,,,,,,,,
שד' חן 29 (מדרכה ציבורית),כריתה,https://rehovot.muni.il/uploads/n/1544102514.9975.pdf,16/12/18-16/12/20,2020-12-16,שד' חן 29 (מדרכה ציבורית)|כריתה|https://rehovot.muni.il/uploads/n/1544102514.9975.pdf|16/12/18-16/12/20,http_200_no_text,,,,,,,,,,,,,,
רח' ברנר 11,כריתה,https://rehovot.muni.il/uploads/n/1543845467.4315.pdf,15/12/18-15/12/20,2020-12-15,רח' ברנר 11|כריתה|https://rehovot.muni.il/uploads/n/1543845467.4315.pdf|15/12/18-15/12/20,http_200_no_text,,,,,,,,,,,,,,
רח' הדקל גן הדקלים,כריתה,https://rehovot.muni.il/uploads/n/1544711478.7368.pdf,13/12/18-13/12/20,2020-12-13,רח' הדקל גן הדקלים|כריתה|https://rehovot.muni.il/uploads/n/1544711478.7368.pdf|13/12/18-13/12/20,http_200_no_text,,,,,,,,,,,,,,
רח' הרב בר שאול (גן הפלסטיק),כריתה,https://rehovot.muni.il/uploads/n/1544605681.3196.pdf,11/12/18-11/12/20,2020-12-11,רח' הרב בר שאול (גן הפלסטיק)|כריתה|https://rehovot.muni.il/uploads/n/1544605681.3196.pdf|11/12/18-11/12/20,http_200_no_text,,,,,,,,,,,,,,
רח' הר הצופים,כריתה,https://rehovot.muni.il/uploads/n/1544605802.3973.pdf,11/12/18-11/12/20,2020-12-11,רח' הר הצופים|כריתה|https://rehovot.muni.il/uploads/n/1544605802.3973.pdf|11/12/18-11/12/20,http_200_no_text,,,,,,,,,,,,,,
רח' רוזנסקי 9-17,כריתה,https://rehovot.muni.il/uploads/n/1543844934.3383.pdf,05/12/18-05/12/20,2020-12-05,רח' רוזנסקי 9-17|כריתה|https://rehovot.muni.il/uploads/n/1543844934.3383.pdf|05/12/18-05/12/20,http_200_no_text,,,,,,,,,,,,,,
רח' הבעל שם טוב 11,כריתה,https://rehovot.muni.il/uploads/n/1543903541.8653.pdf,05/12/18-05/12/20,2020-12-05,רח' הבעל שם טוב 11|כריתה|https://rehovot.muni.il/uploads/n/1543903541.8653.pdf|05/12/18-05/12/20,http_200_no_text,,,,,,,,,,,,,,
"גאולה- רש""י (גן ילדים)",כריתה,https://rehovot.muni.il/uploads/n/1543844998.5981.pdf,05/12/18-05/12/20,2020-12-05,"גאולה- רש""י (גן ילדים)|כריתה|https://rehovot.muni.il/uploads/n/1543844998.5981.pdf|05/12/18-05/12/20",http_200_no_text,,,,,,,,,,,,,,
רח' לייב פינסקר 27,כריתה,https://rehovot.muni.il/uploads/n/1543839970.7653.pdf,04/12/18-04/12/20,2020-12-04,רח' לייב פינסקר 27|כריתה|https://rehovot.muni.il/uploads/n/1543839970.7653.pdf|04/12/18-04/12/20,http_200_no_text,,,,,,,,,,,,,,
הפקולטה לחקלאות,כריתה,https://rehovot.muni.il/uploads/n/1606980666.6446.pdf,03/12/20-03/12/20,2020-12-03,הפקולטה לחקלאות|כריתה|https://rehovot.muni.il/uploads/n/1606980666.6446.pdf|03/12/20-03/12/20,http_200_no_text,,,,,,,,,,,,,,
"החבורה (גן הבנים, אושיות)",כריתה,https://rehovot.muni.il/uploads/n/1543839854.7757.pdf,03/12/18-03/12/20,2020-12-03,"החבורה (גן הבנים, אושיות)|כריתה|https://rehovot.muni.il/uploads/n/1543839854.7757.pdf|03/12/18-03/12/20",http_200_no_text,,,,,,,,,,,,,,
רח' הרצל 310,כריתה,https://rehovot.muni.il/uploads/n/1543839483.8529.pdf,21/11/18-21/11/20,2020-11-21,רח' הרצל 310|כריתה|https://rehovot.muni.il/uploads/n/1543839483.8529.pdf|21/11/18-21/11/20,http_200_no_text,,,,,,,,,,,,,,
הרצל 148 (בית שפירא),כריתה,https://rehovot.muni.il/uploads/n/1543845209.7351.pdf,21/11/18-21/11/20,2020-11-21,הרצל 148 (בית שפירא)|כריתה|https://rehovot.muni.il/uploads/n/1543845209.7351.pdf|21/11/18-21/11/20,http_200_no_text,,,,,,,,,,,,,,
"גנ""י טופז- רח' רש""י",כריתה,https://rehovot.muni.il/uploads/n/1543844831.5597.pdf,21/11/18-21/11/20,2020-11-21,"גנ""י טופז- רח' רש""י|כריתה|https://rehovot.muni.il/uploads/n/1543844831.5597.pdf|21/11/18-21/11/20",http_200_no_text,,,,,,,,,,,,,,
"רח' רחל הרשנזון -ביה""ס בן צבי",כריתה,https://rehovot.muni.il/uploads/n/1544102625.2305.pdf,21/11/18-21/11/20,2020-11-21,"רח' רחל הרשנזון -ביה""ס בן צבי|כריתה|https://rehovot.muni.il/uploads/n/1544102625.2305.pdf|21/11/18-21/11/20",http_200_no_text,,,,,,,,,,,,,,
רח' גלזר (גן הפלסטיק),כריתה,https://rehovot.muni.il/uploads/n/1543839682.6159.pdf,21/11/18-21/11/20,2020-11-21,רח' גלזר (גן הפלסטיק)|כריתה|https://rehovot.muni.il/uploads/n/1543839682.6159.pdf|21/11/18-21/11/20,http_200_no_text,,,,,,,,,,,,,,
רח' הסיגליות מס' 6,כריתה,https://rehovot.muni.il/uploads/n/1541599289.7290.pdf,19/11/18-19/11/20,2020-11-19,רח' הסיגליות מס' 6|כריתה|https://rehovot.muni.il/uploads/n/1541599289.7290.pdf|19/11/18-19/11/20,http_200_no_text,,,,,,,,,,,,,,
רח' ברנר 18,כריתה,https://rehovot.muni.il/uploads/n/1541599418.9557.pdf,19/11/18-19/11/20,2020-11-19,רח' ברנר 18|כריתה|https://rehovot.muni.il/uploads/n/1541599418.9557.pdf|19/11/18-19/11/20,http_200_no_text,,,,,,,,,,,,,,
רח' ספיר 15,כריתה,https://rehovot.muni.il/uploads/n/1540727373.6907.pdf,10/11/18-10/11/20,2020-11-10,רח' ספיר 15|כריתה|https://rehovot.muni.il/uploads/n/1540727373.6907.pdf|10/11/18-10/11/20,http_200_no_text,,,,,,,,,,,,,,
"רח' הרב הרצוג ביה""ס בכור לוי",כריתה,https://rehovot.muni.il/uploads/n/1540737755.2010.pdf,10/11/18-10/11/20,2020-11-10,"רח' הרב הרצוג ביה""ס בכור לוי|כריתה|https://rehovot.muni.il/uploads/n/1540737755.2010.pdf|10/11/18-10/11/20",http_200_no_text,,,,,,,,,,,,,,
רח' האמוראים 7,כריתה,https://rehovot.muni.il/uploads/n/1541927307.5393.pdf,08/11/18-08/11/20,2020-11-08,רח' האמוראים 7|כריתה|https://rehovot.muni.il/uploads/n/1541927307.5393.pdf|08/11/18-08/11/20,http_200_no_text,,,,,,,,,,,,,,
רח' אהרוני 3,כריתה,https://rehovot.muni.il/uploads/n/1540382979.2619.pdf,05/11/18-05/11/20,2020-11-05,רח' אהרוני 3|כריתה|https://rehovot.muni.il/uploads/n/1540382979.2619.pdf|05/11/18-05/11/20,http_200_no_text,,,,,,,,,,,,,,
"גנ""י פרדס רח' מורדי הגטאות",כריתה,https://rehovot.muni.il/uploads/n/1540383098.6073.pdf,05/11/18-05/11/20,2020-11-05,"גנ""י פרדס רח' מורדי הגטאות|כריתה|https://rehovot.muni.il/uploads/n/1540383098.6073.pdf|05/11/18-05/11/20",http_200_no_text,,,,,,,,,,,,,,
רח' גורודסקי פינת בגין,כריתה,https://rehovot.muni.il/uploads/n/1540272746.7226.pdf,30/10/18-30/10/20,2020-10-30,רח' גורודסקי פינת בגין|כריתה|https://rehovot.muni.il/uploads/n/1540272746.7226.pdf|30/10/18-30/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' גורודסקי פינת בגין,כריתה,https://rehovot.muni.il/uploads/n/1540458618.4174.pdf,30/10/18-30/10/20,2020-10-30,רח' גורודסקי פינת בגין|כריתה|https://rehovot.muni.il/uploads/n/1540458618.4174.pdf|30/10/18-30/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' דו-פיה,כריתה,https://rehovot.muni.il/uploads/n/1540737755.4539.pdf,28/10/18-28/10/20,2020-10-28,רח' דו-פיה|כריתה|https://rehovot.muni.il/uploads/n/1540737755.4539.pdf|28/10/18-28/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' לוי אשכול 16,כריתה,https://rehovot.muni.il/uploads/n/1540737755.4730.pdf,28/10/18-28/10/20,2020-10-28,רח' לוי אשכול 16|כריתה|https://rehovot.muni.il/uploads/n/1540737755.4730.pdf|28/10/18-28/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' בתיה מקוב מס' 27,כריתה,https://rehovot.muni.il/uploads/n/1540737754.2621.pdf,28/10/18-28/10/20,2020-10-28,רח' בתיה מקוב מס' 27|כריתה|https://rehovot.muni.il/uploads/n/1540737754.2621.pdf|28/10/18-28/10/20,http_200_no_text,,,,,,,,,,,,,,
מרכז הספורט בפקולטה לחקלאות,כריתה,https://rehovot.muni.il/uploads/n/1540382898.4289.pdf,23/10/18-23/10/20,2020-10-23,מרכז הספורט בפקולטה לחקלאות|כריתה|https://rehovot.muni.il/uploads/n/1540382898.4289.pdf|23/10/18-23/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' האחים טרבס מס' 13,כריתה,https://rehovot.muni.il/uploads/n/1539847698.5612.pdf,21/10/18-21/10/20,2020-10-21,רח' האחים טרבס מס' 13|כריתה|https://rehovot.muni.il/uploads/n/1539847698.5612.pdf|21/10/18-21/10/20,http_200_no_text,,,,,,,,,,,,,,
"רח ' האצ""ל",כריתה,https://rehovot.muni.il/uploads/n/1539852846.2320.pdf,21/10/18-21/10/20,2020-10-21,"רח ' האצ""ל|כריתה|https://rehovot.muni.il/uploads/n/1539852846.2320.pdf|21/10/18-21/10/20",http_200_no_text,,,,,,,,,,,,,,
רח' דרך ירושלים 16,כריתה,https://rehovot.muni.il/uploads/n/1539594300.2952.pdf,21/10/18-21/10/20,2020-10-21,רח' דרך ירושלים 16|כריתה|https://rehovot.muni.il/uploads/n/1539594300.2952.pdf|21/10/18-21/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' משה יתום 30,כריתה,https://rehovot.muni.il/uploads/n/1539853005.3421.pdf,21/10/18-21/10/20,2020-10-21,רח' משה יתום 30|כריתה|https://rehovot.muni.il/uploads/n/1539853005.3421.pdf|21/10/18-21/10/20,http_200_no_text,,,,,,,,,,,,,,
רח'  שדרות חן 49,כריתה,https://rehovot.muni.il/uploads/n/1539847829.7005.pdf,21/10/18-21/10/20,2020-10-21,רח'  שדרות חן 49|כריתה|https://rehovot.muni.il/uploads/n/1539847829.7005.pdf|21/10/18-21/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' אחד העם 23,כריתה,https://rehovot.muni.il/uploads/n/1539688343.1555.pdf,21/10/18-21/10/20,2020-10-21,רח' אחד העם 23|כריתה|https://rehovot.muni.il/uploads/n/1539688343.1555.pdf|21/10/18-21/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' לבקוביץ גן המייסדים,כריתה,https://rehovot.muni.il/uploads/n/1540458618.2843.pdf,17/10/18-17/10/20,2020-10-17,רח' לבקוביץ גן המייסדים|כריתה|https://rehovot.muni.il/uploads/n/1540458618.2843.pdf|17/10/18-17/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' אהרון אייזנברג 20,כריתה,https://rehovot.muni.il/uploads/n/1540458618.1522.pdf,17/10/18-17/10/20,2020-10-17,רח' אהרון אייזנברג 20|כריתה|https://rehovot.muni.il/uploads/n/1540458618.1522.pdf|17/10/18-17/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' שדרות הקיבוצים,כריתה,https://rehovot.muni.il/uploads/n/1539597142.1403.pdf,14/10/18-14/10/20,2020-10-14,רח' שדרות הקיבוצים|כריתה|https://rehovot.muni.il/uploads/n/1539597142.1403.pdf|14/10/18-14/10/20,http_200_no_text,,,,,,,,,,,,,,
רח' שמחה וילקומיץ מס' 10,העתקה,https://rehovot.muni.il/uploads/n/1584453645.4479.pdf,30/03/20-30/03/20,2020-03-30,רח' שמחה וילקומיץ מס' 10|העתקה|https://rehovot.muni.il/uploads/n/1584453645.4479.pdf|30/03/20-30/03/20,http_200_no_text,,,,,,,,,,,,,,
רח' י.ל. פרץ - גן המגינים,כריתה,https://rehovot.muni.il/uploads/n/1520424730.4262.pdf,07/03/18-07/03/20,2020-03-07,רח' י.ל. פרץ - גן המגינים|כריתה|https://rehovot.muni.il/uploads/n/1520424730.4262.pdf|07/03/18-07/03/20,http_200_no_text,,,,,,,,,,,,,,
"רח' תר""ן 19",כריתה,https://rehovot.muni.il/uploads/n/1543845075.2028.pdf,05/12/18-02/18/20,2020-02-18,"רח' תר""ן 19|כריתה|https://rehovot.muni.il/uploads/n/1543845075.2028.pdf|05/12/18-02/18/20",http_200_no_text,,,,,,,,,,,,,,
רח' חנה אברך 9,כריתה,https://rehovot.muni.il/uploads/n/1542614057.7369.pdf,15/11/18-15/11/19,2019-11-15,רח' חנה אברך 9|כריתה|https://rehovot.muni.il/uploads/n/1542614057.7369.pdf|15/11/18-15/11/19,http_200_no_text,,,,,,,,,,,,,,
רח' דר' ארתור רופין 8,כריתה,https://rehovot.muni.il/uploads/n/1542613925.2744.pdf,14/11/18-14/11/19,2019-11-14,רח' דר' ארתור רופין 8|כריתה|https://rehovot.muni.il/uploads/n/1542613925.2744.pdf|14/11/18-14/11/19,http_200_no_text,,,,,,,,,,,,,,
רח' שדרות חן 68 - חזית,כריתה,https://rehovot.muni.il/uploads/n/1548595127.4024.pdf,22/10/18-22/10/19,2019-10-22,רח' שדרות חן 68 - חזית|כריתה|https://rehovot.muni.il/uploads/n/1548595127.4024.pdf|22/10/18-22/10/19,http_200_no_text,,,,,,,,,,,,,,
רח' הרב יהודה מלצר 3,כריתה,https://rehovot.muni.il/uploads/n/1538902078.8697.pdf,16/10/18-16/10/19,2019-10-16,רח' הרב יהודה מלצר 3|כריתה|https://rehovot.muni.il/uploads/n/1538902078.8697.pdf|16/10/18-16/10/19,http_200_no_text,,,,,,,,,,,,,,
רח' החבורה(גן הבנים),כריתה,https://rehovot.muni.il/uploads/n/1538916784.3191.pdf,14/10/18-14/10/19,2019-10-14,רח' החבורה(גן הבנים)|כריתה|https://rehovot.muni.il/uploads/n/1538916784.3191.pdf|14/10/18-14/10/19,http_200_no_text,,,,,,,,,,,,,,
רח' ברנר מס' 17,כריתה,https://rehovot.muni.il/uploads/n/1538978106.5938.pdf,14/10/18-14/10/19,2019-10-14,רח' ברנר מס' 17|כריתה|https://rehovot.muni.il/uploads/n/1538978106.5938.pdf|14/10/18-14/10/19,http_200_no_text,,,,,,,,,,,,,,
רח' אליעזר בן יהודה מס' 5,כריתה,https://rehovot.muni.il/uploads/n/1538916784.1566.pdf,14/10/18-14/10/19,2019-10-14,רח' אליעזר בן יהודה מס' 5|כריתה|https://rehovot.muni.il/uploads/n/1538916784.1566.pdf|14/10/18-14/10/19,http_200_no_text,,,,,,,,,,,,,,
רח' בנימין 6,כריתה,https://rehovot.muni.il/uploads/n/1538470988.3414.pdf,05/10/18-05/10/19,2019-10-05,רח' בנימין 6|כריתה|https://rehovot.muni.il/uploads/n/1538470988.3414.pdf|05/10/18-05/10/19,http_200_no_text,,,,,,,,,,,,,,
רח' מילר טובה וטוביה מס 19,כריתה,https://rehovot.muni.il/uploads/n/1537101827.3306.pdf,29/09/18-29/09/19,2019-09-29,רח' מילר טובה וטוביה מס 19|כריתה|https://rehovot.muni.il/uploads/n/1537101827.3306.pdf|29/09/18-29/09/19,http_200_no_text,,,,,,,,,,,,,,
רח' הסביון 8,כריתה,https://rehovot.muni.il/uploads/n/1537101015.2483.pdf,29/09/18-29/09/19,2019-09-29,רח' הסביון 8|כריתה|https://rehovot.muni.il/uploads/n/1537101015.2483.pdf|29/09/18-29/09/19,http_200_no_text,,,,,,,,,,,,,,
רח' הנביאים 10,כריתה,https://rehovot.muni.il/uploads/n/1536151814.5589.pdf,18/09/18-18/09/19,2019-09-18,רח' הנביאים 10|כריתה|https://rehovot.muni.il/uploads/n/1536151814.5589.pdf|18/09/18-18/09/19,http_200_no_text,,,,,,,,,,,,,,
רח' הזית 10,כריתה,https://rehovot.muni.il/uploads/n/1537101015.8656.pdf,18/09/18-18/09/19,2019-09-18,רח' הזית 10|כריתה|https://rehovot.muni.il/uploads/n/1537101015.8656.pdf|18/09/18-18/09/19,http_200_no_text,,,,,,,,,,,,,,
רח' דרך יבנה מס' 19,כריתה,https://rehovot.muni.il/uploads/n/1537185274.2686.pdf,17/09/18-17/09/19,2019-09-17,רח' דרך יבנה מס' 19|כריתה|https://rehovot.muni.il/uploads/n/1537185274.2686.pdf|17/09/18-17/09/19,http_200_no_text,,,,,,,,,,,,,,
"רח' דוד כוכבי (ביה""ס סיני)",כריתה,https://rehovot.muni.il/uploads/n/1537170457.5452.pdf,17/09/18-17/09/19,2019-09-17,"רח' דוד כוכבי (ביה""ס סיני)|כריתה|https://rehovot.muni.il/uploads/n/1537170457.5452.pdf|17/09/18-17/09/19",http_200_no_text,,,,,,,,,,,,,,
רח' ההגנה (מדרכה ציבורית),כריתה,https://rehovot.muni.il/uploads/n/1537185180.7554.pdf,17/09/18-17/09/19,2019-09-17,רח' ההגנה (מדרכה ציבורית)|כריתה|https://rehovot.muni.il/uploads/n/1537185180.7554.pdf|17/09/18-17/09/19,http_200_no_text,,,,,,,,,,,,,,
"מעבר ציבורי בן הרחובות חב""ד - זכריה מדאר",כריתה,https://rehovot.muni.il/uploads/n/1537185459.1080.pdf,17/09/18-17/09/19,2019-09-17,"מעבר ציבורי בן הרחובות חב""ד - זכריה מדאר|כריתה|https://rehovot.muni.il/uploads/n/1537185459.1080.pdf|17/09/18-17/09/19",http_200_no_text,,,,,,,,,,,,,,
רח' רוז'נסקי מס' 21,כריתה,https://rehovot.muni.il/uploads/n/1537185382.1337.pdf,17/09/18-17/09/19,2019-09-17,רח' רוז'נסקי מס' 21|כריתה|https://rehovot.muni.il/uploads/n/1537185382.1337.pdf|17/09/18-17/09/19,http_200_no_text,,,,,,,,,,,,,,
רח' יום כיפורים (ביהס עידוד),כריתה,https://rehovot.muni.il/uploads/n/1537101015.5060.pdf,13/09/18-13/09/19,2019-09-13,רח' יום כיפורים (ביהס עידוד)|כריתה|https://rehovot.muni.il/uploads/n/1537101015.5060.pdf|13/09/18-13/09/19,http_200_no_text,,,,,,,,,,,,,,
רח' חיים אורבך 13,כריתה,https://rehovot.muni.il/uploads/n/1535893210.4068.pdf,13/09/18-13/09/19,2019-09-13,רח' חיים אורבך 13|כריתה|https://rehovot.muni.il/uploads/n/1535893210.4068.pdf|13/09/18-13/09/19,http_200_no_text,,,,,,,,,,,,,,
רח' אהרון אייזנברג 31,כריתה,https://rehovot.muni.il/uploads/n/1536151697.5399.pdf,05/09/18-05/09/19,2019-09-05,רח' אהרון אייזנברג 31|כריתה|https://rehovot.muni.il/uploads/n/1536151697.5399.pdf|05/09/18-05/09/19,http_200_no_text,,,,,,,,,,,,,,
צומת טשרנחובסקי ברנר,כריתה,https://rehovot.muni.il/uploads/n/1540985726.3818.pdf,05/09/18-05/09/19,2019-09-05,צומת טשרנחובסקי ברנר|כריתה|https://rehovot.muni.il/uploads/n/1540985726.3818.pdf|05/09/18-05/09/19,http_200_no_text,,,,,,,,,,,,,,
רח' ההסתדרות - גן ילדים ארגמן,כריתה,https://rehovot.muni.il/uploads/n/1536059184.9257.pdf,03/09/18-03/09/19,2019-09-03,רח' ההסתדרות - גן ילדים ארגמן|כריתה|https://rehovot.muni.il/uploads/n/1536059184.9257.pdf|03/09/18-03/09/19,http_200_no_text,,,,,,,,,,,,,,
רח' נחום סוקולוב 10,כריתה,https://rehovot.muni.il/uploads/n/1534660989.7291.pdf,01/09/18-01/09/19,2019-09-01,רח' נחום סוקולוב 10|כריתה|https://rehovot.muni.il/uploads/n/1534660989.7291.pdf|01/09/18-01/09/19,http_200_no_text,,,,,,,,,,,,,,
רח' שדרות חן 60,כריתה,https://rehovot.muni.il/uploads/n/1536038957.5235.pdf,30/08/18-30/08/19,2019-08-30,רח' שדרות חן 60|כריתה|https://rehovot.muni.il/uploads/n/1536038957.5235.pdf|30/08/18-30/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' הבנים,כריתה,https://rehovot.muni.il/uploads/n/1535893210.9558.pdf,30/08/18-30/08/19,2019-08-30,רח' הבנים|כריתה|https://rehovot.muni.il/uploads/n/1535893210.9558.pdf|30/08/18-30/08/19,http_200_no_text,,,,,,,,,,,,,,
"רח' הרא""ז (מדרכה ציבורית)",כריתה,https://rehovot.muni.il/uploads/n/1535891088.8104.pdf,30/08/18-30/08/19,2019-08-30,"רח' הרא""ז (מדרכה ציבורית)|כריתה|https://rehovot.muni.il/uploads/n/1535891088.8104.pdf|30/08/18-30/08/19",http_200_no_text,,,,,,,,,,,,,,
רח' שמעון דובנוב - מגרש אימונים,כריתה,https://rehovot.muni.il/uploads/n/1534412298.3788.pdf,29/08/18-29/08/19,2019-08-29,רח' שמעון דובנוב - מגרש אימונים|כריתה|https://rehovot.muni.il/uploads/n/1534412298.3788.pdf|29/08/18-29/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' הרב דוד ישראל-טשרניחובסקי,כריתה,https://rehovot.muni.il/uploads/n/1534423684.3292.pdf,27/08/18-27/08/19,2019-08-27,רח' הרב דוד ישראל-טשרניחובסקי|כריתה|https://rehovot.muni.il/uploads/n/1534423684.3292.pdf|27/08/18-27/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' הרב דוד ישראל - טשרניחובסקי,העתקה,https://rehovot.muni.il/uploads/n/1534857765.2208.pdf,27/08/18-27/08/19,2019-08-27,רח' הרב דוד ישראל - טשרניחובסקי|העתקה|https://rehovot.muni.il/uploads/n/1534857765.2208.pdf|27/08/18-27/08/19,http_200_no_text,,,,,,,,,,,,,,
"רח' החבורה - ביה""ס יבניאלי",כריתה,https://rehovot.muni.il/uploads/n/1535356688.5092.pdf,26/08/18-26/08/19,2019-08-26,"רח' החבורה - ביה""ס יבניאלי|כריתה|https://rehovot.muni.il/uploads/n/1535356688.5092.pdf|26/08/18-26/08/19",http_200_no_text,,,,,,,,,,,,,,
"רח' החבורה - ביה""ס יבניאלי",כריתה,https://rehovot.muni.il/uploads/n/1535002736.2923.pdf,22/08/18-22/08/19,2019-08-22,"רח' החבורה - ביה""ס יבניאלי|כריתה|https://rehovot.muni.il/uploads/n/1535002736.2923.pdf|22/08/18-22/08/19",http_200_no_text,,,,,,,,,,,,,,
"רח' יובל נאמן - ביה""ס פרחי המדע",כריתה,https://rehovot.muni.il/uploads/n/1535002826.7058.pdf,20/08/18-20/08/19,2019-08-20,"רח' יובל נאמן - ביה""ס פרחי המדע|כריתה|https://rehovot.muni.il/uploads/n/1535002826.7058.pdf|20/08/18-20/08/19",http_200_no_text,,,,,,,,,,,,,,
רח' אליהו גולומב 3,כריתה,https://rehovot.muni.il/uploads/n/1534243153.1810.pdf,20/08/18-20/08/19,2019-08-20,רח' אליהו גולומב 3|כריתה|https://rehovot.muni.il/uploads/n/1534243153.1810.pdf|20/08/18-20/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' הזית 10,כריתה,https://rehovot.muni.il/uploads/n/1534412197.4889.pdf,15/08/18-15/08/19,2019-08-15,רח' הזית 10|כריתה|https://rehovot.muni.il/uploads/n/1534412197.4889.pdf|15/08/18-15/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' יהושוע חנקין 17,כריתה,https://rehovot.muni.il/uploads/n/1533126350.5450.pdf,14/08/18-14/08/19,2019-08-14,רח' יהושוע חנקין 17|כריתה|https://rehovot.muni.il/uploads/n/1533126350.5450.pdf|14/08/18-14/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' יהושוע חנקין 7,כריתה,https://rehovot.muni.il/uploads/n/1533126259.3971.pdf,14/08/18-14/08/19,2019-08-14,רח' יהושוע חנקין 7|כריתה|https://rehovot.muni.il/uploads/n/1533126259.3971.pdf|14/08/18-14/08/19,http_200_no_text,,,,,,,,,,,,,,
שד' חן 2,כריתה,https://rehovot.muni.il/uploads/n/1534311769.3566.pdf,14/08/18-14/08/19,2019-08-14,שד' חן 2|כריתה|https://rehovot.muni.il/uploads/n/1534311769.3566.pdf|14/08/18-14/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' ארגמן 2,כריתה,https://rehovot.muni.il/uploads/n/1533213927.8067.pdf,15/08/18-14/08/19,2019-08-14,רח' ארגמן 2|כריתה|https://rehovot.muni.il/uploads/n/1533213927.8067.pdf|15/08/18-14/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' הרב דוד ישראל 15,כריתה,https://rehovot.muni.il/uploads/n/1533213978.5516.pdf,15/08/18-14/08/19,2019-08-14,רח' הרב דוד ישראל 15|כריתה|https://rehovot.muni.il/uploads/n/1533213978.5516.pdf|15/08/18-14/08/19,http_200_no_text,,,,,,,,,,,,,,
שד' ירושלים-זכריה מדאר-אברבנאל,כריתה,https://rehovot.muni.il/uploads/n/1533027482.2739.pdf,13/08/18-13/08/19,2019-08-13,שד' ירושלים-זכריה מדאר-אברבנאל|כריתה|https://rehovot.muni.il/uploads/n/1533027482.2739.pdf|13/08/18-13/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' השיבולים 20,כריתה,https://rehovot.muni.il/uploads/n/1533027585.5451.pdf,12/08/18-12/08/19,2019-08-12,רח' השיבולים 20|כריתה|https://rehovot.muni.il/uploads/n/1533027585.5451.pdf|12/08/18-12/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' המלכים 14,כריתה,https://rehovot.muni.il/uploads/n/1527772354.9716.pdf,12/06/18-12/08/19,2019-08-12,רח' המלכים 14|כריתה|https://rehovot.muni.il/uploads/n/1527772354.9716.pdf|12/06/18-12/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' שוהם,כריתה,https://rehovot.muni.il/uploads/n/1532502828.6664.pdf,06/08/18-06/08/19,2019-08-06,רח' שוהם|כריתה|https://rehovot.muni.il/uploads/n/1532502828.6664.pdf|06/08/18-06/08/19,http_200_no_text,,,,,,,,,,,,,,
רח' הר המוריה 36 א',כריתה,https://rehovot.muni.il/uploads/n/1532425265.6256.pdf,05/08/18-05/08/19,2019-08-05,רח' הר המוריה 36 א'|כריתה|https://rehovot.muni.il/uploads/n/1532425265.6256.pdf|05/08/18-05/08/19,http_200_no_text,,,,,,,,,,,,,,
